gemeente|data|titel|klasse 
gemeente-den-helder-den-helder-nh|1.  De vergadering van de commissie Bestuur en Middelen van 1 februari 2016 is geannuleerd.  |Verslag Raadscommissie Bestuur en Middelen 01 februari 2016 19:30:00|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling concept-besluitenlijst en het beknopt concept-verslag van de vergadering van 7 april 2016.  Opmerkingen over de concept-besluitenlijst en het beknopt concept-verslag van de vergadering van 7 april 2016 kunnen een week voorafgaand aan de vergadering worden doorgegeven aan de griffier. 4.  Vaststelling agenda.   5.  Voorstel tot het vaststellen van een zienswijze op de jaarstukken 2015 en programmabegroting 2017 van het Regionaal Historisch Centrum Alkmaar.  De programmabegroting 2017, het meerjarenperspectief 2017-2020 en de jaarrekening 2015 van het Regionaal Historisch Centrum Alkmaar (RHCA) zijn op 14 april 2016 aan de gemeenten aangeboden. De begroting is gebaseerd op het Besluit Begroting en Verantwoording (BBV) provincies en gemeenten en opgesteld op basis van het Beleidsplan 2015-2018. De ramingen uit de voorgaande programmabegroting zijn als uitgangspunt genomen, waarbij rekening is gehouden met een indexatie van 1,93% conform de kennisgeving vanuit de gemeente Alkmaar d.d. 20 januari 2016 met als onderwerp 'uitgangspunten indexering 2017 gemeenschappelijke regelingen'. De regionale raadscommissie dient de raden te adviseren over het voorstel. 6.  Voorstel tot het vaststellen van een zienswijze op de jaarstukken 2015, gewijzigde begroting 2016 en programmabegroting 2017 van de GGD Hollands Noorden.  Jaarlijks worden de jaarstukken en programmabegroting van de GGD behandeld in het AB van de GGD. Daaraan voorafgaand kunnen de gemeenteraden van de deelnemende gemeenten hun zienswijze hierover indienen. De GGD heeft op 14 april 2016 (zie bijlage 1 aanbiedingsbrief) de jaarstukken 2015, de herziene financiële begroting 2016 en de programmabegroting 2017 aan de raden toegezonden. De zienswijzen worden door de gemeenten na besluitvorming door de gemeenteraden uiterlijk 25 juni 2016 verstuurd aan het AB van de GGD. Besluitvorming door de GGD over de programmabegroting 2017, de gewijzigde begroting 2016 en de jaarstukken 2015 vindt plaats in de vergadering van het AB van 13 juli 2016. De regionale raadscommissie dient de raden te adviseren over het voorstel. 7.  Voorstel tot het vaststellen van de derde wijziging van de Gemeenschappelijke regeling GGD Hollands Noorden.  Op 26 november 2015 heeft het algemeen bestuur van de GGD besloten om het voorstel tot 3e wijzing van de Gemeenschappelijke Regeling GGD Hollands Noorden (hierna: GR) voor te leggen aan de colleges en raden van de deelnemende gemeenten ter besluitvorming. Naast een aantal tekstuele wijzigingen is de belangrijkste inhoudelijke wijziging dat budgettair neutrale begrotingswijzigingen niet meer voor zienswijzen aan de gemeenteraad hoeven worden voorgelegd. Dit komt de snelheid en efficiëntie van het proces ten goede. Daarbij is vanuit de ambtelijke werkgroep aangegeven dat het verstandig is om gemeenteraden over dergelijke wijzigingen wel te informeren. De regionale raadscommissie dient de raden te adviseren over het voorstel. 8.  Voorstel tot het vaststellen van een zienswijze op de jaarstukken 2015 en programmabegroting 2017 van de RUD Noord Holland Noord.  De vier gemeenteraden van de Noordkop (Den Helder, Hollands Kroon, Schagen en Texel) hebben besloten met ingang 2016 een regionale raadscommissie in te stellen waarin o.a. advies wordt uitgebracht over de gemeenschappelijke regelingen waarin de vier gemeenten deelnemen. De RUD NHN is één van die gemeenschappelijke regelingen. De ontwerp-Jaarstukken 2015 en de ontwerp-Begroting 2017 inclusief aanbiedingsbrief van de RUD NHN wordt ter advisering aan de regionale raadscommissie voorgelegd. Voorgesteld wordt de integrale reactie over de ontwerp-Jaarstukken 2015 en ontwerp-Begroting 2017 van de RUD NHN over te nemen en aan het Dagelijks Bestuur van de Regionale Uitvoeringsdienst Noord-Holland Noord te verzenden. De regionale raadscommissie dient de raden te adviseren over het voorstel. 9.  Voorstel tot het vaststellen van een gezamenlijke zienswijze op de jaarstukken, ontwerp begroting 2017 en meerjarenraming 2018-2020 van de Veiligheidsregio Noord-Holland Noord.  De gemeenten in de veiligheidsregio Noord-Holland Noord hebben op 14 april 2016 de ontwerpbegroting 2017 - meerjarenraming 2018-2020 ontvangen. Op 7 juli 2016 worden in de vergadering van het algemeen bestuur (AB) van de Veiligheidsregio Noord-Holland Noord de financiële stukken behandeld. De raden worden gevraagd om in te stemmen met de ontwerp begroting 2017 - meerjarenraming 2018-2020 van de Veiligheidsregio Noord-Holland Noord en eventuele zienswijzen kenbaar te maken aan de voorzitter van het dagelijks bestuur (DB) van de Veiligheidsregio Noord- Holland Noord. De regionale raadscommissie dient de raden te adviseren over het voorstel. 10.  Sluiting.  |Verslag 7. Voorstel tot het vaststellen van de derde wijziging van de Gemeenschappelijke regeling GGD Hollands Noorden.|Verslag
commissie-bestuur-en-middelen|Dhr. Diergaarde beantwoordt vragen vanuit de commissie als volgt:<br>1. De rol van de dorpsraden blijft hetzelfde als op dit moment. Dit komt er naast en is aanvullend voor zaken die niet per definitie door de dorpsraad geregeld kunnen worden.<br>2. Meerdere mensen uit een gezin moeten kunnen mee stemmen net als dat het geval is bij verkiezingen.<br>3. Het invoeren van burgerinitiatief kan in principe de positie van de dorpsraden versterken. Zij vertegenwoordigen de inwoners. Als er op hun initiatief actie genomen wordt dan is dat geen probleem.<br>4. Gekozen is voor de leeftijdsgrens van 14 jaar, omdat 12 jaar te jong gevonden werd door de PvdA en 16 jaar net iets te oud. Verder wilde de PvdA niet teveel afwijken van de regio waar over het algemeen voor 16 jaar is gekozen. De PvdA vindt 14 jaar mooi in het kader van maatschappijvorming die rond die leeftijd ook op school aan de orde komt. Hiermee krijgen de leerlingen ook gelijk de mogelijkheid mee te doen in de locatie politiek.<br>5. De raad toetst alleen aan de hand van de criteria die in de verordening zijn opgenomen en niet op inhoud. Bij akkoord bevinding gaat het door naar de commissie en de raad volgens de normale procedure. Als er een raadsbesluit is genomen kan er beroep aangetekend worden in het kader van de Algemene Wet Bestuursrecht.<br>6. Als een initiatief niet op de agenda voor de raad wrodt geplaatst, is het niet ontvankelijk verklaard, omdat het niet voldoet aan de gestelde criteria.<br>7. Voorzover nagegaan kon worden is er geen wettelijke belemmering om 14 jaar in te stellen. Dit zal nog een keer nagekeken worden.<br>8. Een aantal gemeenten binnen Nederland hanteert 14 jaar. Zonder verordening is er een gemeente die 12 jaar hanteert.<br>9. Opgenomen zal wroden dat voldaan moet wrodeen aan de criteria die zijn opgenomen in de keiswet onder artikel P3.<br>10. Bij de fusie in 2007 tot de gemeente Medemblik is het burgerinitiatief dat toen wel was vastgelegd in de daarvoor bestaande gemeente Medemblik bij de harmonisatie niet meegenomen. Het is neit bekend waarom niet. <br>11. Op het moment dat een burgerinitiatief door de raad wordt overgenomen, kan er een prijskaartje hangen aan de uitvoering. De raad gaat over het budget en derhalve ook over eventuele beschikbaarstelling daarvan. <br>12. De verordening is vrijwel identiek aan die verordeningen die hiervoor zijn in de omgeving. Er zouden andere dingen meegedaan kunnen worden, maar de PvdA wil geen te grote afwijking van het regionale. Een uitzondering is gemaakt met betrekking tot de leeftijdsgrens, waarbij de hoop wordt uitgesproken dat nabuurgemeentes de leeftijdsgrens ook naar beneden bijstellen. Een tweede uitzondering is de 30 handtekeningen. Over elke grens die gesteld wordt kan gediscussieerd worden, maar deze grens is aanvaardbaar voor een gemeente met deze omvang.<br><br>De commissie adviseert dit voorstel meningvormend te agenderen voor de commissievergadering van 22 maart 2012.|7: Initiatiefvoorstel PvdA Verordening Burgerinitiatief (IVR-12-00595)|Agendapunt
gemeente-overbetuwe-overbetuwe-gld|Werkgroep Duurzaam Overbetuwe (WDO)|overbetuwe|Agenda
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling concept-besluitenlijst en het beknopt concept-verslag van de vergadering van 7 april 2016.  Opmerkingen over de concept-besluitenlijst en het beknopt concept-verslag van de vergadering van 7 april 2016 kunnen een week voorafgaand aan de vergadering worden doorgegeven aan de griffier. 4.  Vaststelling agenda.   5.  Voorstel tot het vaststellen van een zienswijze op de jaarstukken 2015 en programmabegroting 2017 van het Regionaal Historisch Centrum Alkmaar.  De programmabegroting 2017, het meerjarenperspectief 2017-2020 en de jaarrekening 2015 van het Regionaal Historisch Centrum Alkmaar (RHCA) zijn op 14 april 2016 aan de gemeenten aangeboden. De begroting is gebaseerd op het Besluit Begroting en Verantwoording (BBV) provincies en gemeenten en opgesteld op basis van het Beleidsplan 2015-2018. De ramingen uit de voorgaande programmabegroting zijn als uitgangspunt genomen, waarbij rekening is gehouden met een indexatie van 1,93% conform de kennisgeving vanuit de gemeente Alkmaar d.d. 20 januari 2016 met als onderwerp 'uitgangspunten indexering 2017 gemeenschappelijke regelingen'. De regionale raadscommissie dient de raden te adviseren over het voorstel. 6.  Voorstel tot het vaststellen van een zienswijze op de jaarstukken 2015, gewijzigde begroting 2016 en programmabegroting 2017 van de GGD Hollands Noorden.  Jaarlijks worden de jaarstukken en programmabegroting van de GGD behandeld in het AB van de GGD. Daaraan voorafgaand kunnen de gemeenteraden van de deelnemende gemeenten hun zienswijze hierover indienen. De GGD heeft op 14 april 2016 (zie bijlage 1 aanbiedingsbrief) de jaarstukken 2015, de herziene financiële begroting 2016 en de programmabegroting 2017 aan de raden toegezonden. De zienswijzen worden door de gemeenten na besluitvorming door de gemeenteraden uiterlijk 25 juni 2016 verstuurd aan het AB van de GGD. Besluitvorming door de GGD over de programmabegroting 2017, de gewijzigde begroting 2016 en de jaarstukken 2015 vindt plaats in de vergadering van het AB van 13 juli 2016. De regionale raadscommissie dient de raden te adviseren over het voorstel. 7.  Voorstel tot het vaststellen van de derde wijziging van de Gemeenschappelijke regeling GGD Hollands Noorden.  Op 26 november 2015 heeft het algemeen bestuur van de GGD besloten om het voorstel tot 3e wijzing van de Gemeenschappelijke Regeling GGD Hollands Noorden (hierna: GR) voor te leggen aan de colleges en raden van de deelnemende gemeenten ter besluitvorming. Naast een aantal tekstuele wijzigingen is de belangrijkste inhoudelijke wijziging dat budgettair neutrale begrotingswijzigingen niet meer voor zienswijzen aan de gemeenteraad hoeven worden voorgelegd. Dit komt de snelheid en efficiëntie van het proces ten goede. Daarbij is vanuit de ambtelijke werkgroep aangegeven dat het verstandig is om gemeenteraden over dergelijke wijzigingen wel te informeren. De regionale raadscommissie dient de raden te adviseren over het voorstel. 8.  Voorstel tot het vaststellen van een zienswijze op de jaarstukken 2015 en programmabegroting 2017 van de RUD Noord Holland Noord.  De vier gemeenteraden van de Noordkop (Den Helder, Hollands Kroon, Schagen en Texel) hebben besloten met ingang 2016 een regionale raadscommissie in te stellen waarin o.a. advies wordt uitgebracht over de gemeenschappelijke regelingen waarin de vier gemeenten deelnemen. De RUD NHN is één van die gemeenschappelijke regelingen. De ontwerp-Jaarstukken 2015 en de ontwerp-Begroting 2017 inclusief aanbiedingsbrief van de RUD NHN wordt ter advisering aan de regionale raadscommissie voorgelegd. Voorgesteld wordt de integrale reactie over de ontwerp-Jaarstukken 2015 en ontwerp-Begroting 2017 van de RUD NHN over te nemen en aan het Dagelijks Bestuur van de Regionale Uitvoeringsdienst Noord-Holland Noord te verzenden. De regionale raadscommissie dient de raden te adviseren over het voorstel. 9.  Voorstel tot het vaststellen van een gezamenlijke zienswijze op de jaarstukken, ontwerp begroting 2017 en meerjarenraming 2018-2020 van de Veiligheidsregio Noord-Holland Noord.  De gemeenten in de veiligheidsregio Noord-Holland Noord hebben op 14 april 2016 de ontwerpbegroting 2017 - meerjarenraming 2018-2020 ontvangen. Op 7 juli 2016 worden in de vergadering van het algemeen bestuur (AB) van de Veiligheidsregio Noord-Holland Noord de financiële stukken behandeld. De raden worden gevraagd om in te stemmen met de ontwerp begroting 2017 - meerjarenraming 2018-2020 van de Veiligheidsregio Noord-Holland Noord en eventuele zienswijzen kenbaar te maken aan de voorzitter van het dagelijks bestuur (DB) van de Veiligheidsregio Noord- Holland Noord. De regionale raadscommissie dient de raden te adviseren over het voorstel. 10.  Sluiting.  |Verslag 10. Sluiting.|Verslag
commissie-bestuur-en-middelen|De voorzitter sluit de vergadering.|8: Sluiting|Agendapunt
gemeente-overbetuwe-overbetuwe-gld|Presentatie door de werkgroep FairTrade uit Renkum.  |4: Hoe word je Fairtrade gemeente?|Agendapunt
commissie-bestuur-en-middelen|Oriënterende bespreking<br>Op een vraag van de fractie VVD antwoordt de heer Streng dat de verordening een vangnet is, waar bijv. ook openluchtevenementen onder gaan vallen.<br> <br>De commissie heeft geen behoefte aan een meningsvormde bespreking en stelt voor het voorstel, met positief advies, als hamerstuk op de raadsagenda te plaatsen|09: Wijziging Brandbeveiligingsverordening Medemblik (IVR-12-00689)|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel met betrekking tot het rapport doorwerking ‘Informeren en beheren’ van de Rekenkamercommissie Den Helder.  De Rekenkamercommissie Den Helder heeft onderzoek uitgevoerd naar de doorwerking van aanbevelingen uit het rapport ‘Informeren en beheren’ uit 2013. Met een doorwerkingsonderzoek kijkt de rekenkamercommissie in hoeverre door de gemeenteraad overgenomen aanbevelingen uit een eerder rapport zijn uitgevoerd door het college van burgemeester en wethouders. De rekenkamercommissie presenteert haar rapport waarin een aantal aanbevelingen aan de gemeenteraad zijn opgenomen met het voorstel deze over te nemen. De commissie dient de raad hierover te adviseren. 5.  Voorstel met betrekking tot het renovatieproces stadhuis.  Het college van burgemeester en wethouders heeft op 1 augustus 2016 het plan op hoofdlijnen Renovatie Stadhuis vastgesteld, met daarin een eerste aanzet voor een vernieuwd programma van eisen als bijlage. Het plan wordt thans aan de raad ter vaststelling aangeboden en het definitieve plan van eisen volgt uiterlijk 1 november 2016. Tenslotte verzoekt het college de raad een voorbereidingskrediet beschikbaar te stellen. De commissie dient de raad te adviseren over het hiertoe gedane voorstel. 6.  Sluiting.  |Verslag 6. Sluiting.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de kadernota 2017-2020.  De kadernota 2017-2020 geeft de kaders aan waarbinnen tot een sluitende (meerjaren)programmabegroting 2017-2020 moet worden gekomen. Voor de te vernieuwen P&C-cyclus heeft deze Kadernota een andere opbouw dan de voorgaande kadernota’s. Meer beleidsmatig van aard, onder andere tot uitdrukking komend in de presentatie van doelenbomen. Hiermee is een begin gemaakt en dit zal worden vervolgd bij het opstellen van de begroting 2017. De nieuwe programma-indeling van de begroting 2017 vormt het uitgangspunt. De commissie dient de raad over het voorstel te adviseren. 5.  Sluiting.  |Verslag 2. Spreekrecht burgers.|Verslag
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststellen agenda   3.  Procedure benoeming burgemeester   0.3.  Installatie van twee fractieassistenten   5.  Controleprotocol Jeugd en WMO 2015   6.  Wijziging Gemeenschappelijke Regeling Omgevingsdienst Achterhoek (ODA)   7A.  Actieve informatie  Zie knop 'Documenten' en vervolgens 'Ingekomen stukken' en selecteer 'Behandelvergadering' '2016-01-28' 7B.  Externe vertegenwoordigingen  Zie knop 'Documenten' en vervolgens 'Ingekomen stukken' en selecteer 'Behandelvergadering' '2016-01-28' 7C.  Ingekomen stukken  Zie knop 'Documenten' en vervolgens 'Ingekomen stukken' en selecteer 'Behandelvergadering' '2016-01-28' 7D.  Vaststelling besluitenlijst   7E.  Vragenhalfuur   0.4.  Sluiting  |Verslag 5. Controleprotocol Jeugd en WMO 2015|Verslag
